class;email
ham;I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop
ham;Okie
ham;Ill be at yours in about 3 mins but look out for me
ham;Thanks for ve lovely wisheds. You rock
ham;Thanks for loving me so. You rock
ham;Can not use foreign stamps in this country. Good lecture .
ham;"Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-)"
ham;Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.
ham;I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?
ham;Sorry i'm not free...
ham;I dont know exactly could you ask chechi.
ham;I told that am coming on wednesday.
ham;It wont b until 2.15 as trying 2 sort house out, is that ok?
ham;"\Hey! do u fancy meetin me at 4 at cha åÐ hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x\"""""
ham;Buy one egg for me da..please:)
ham;And miss vday the parachute and double coins??? U must not know me very well...
ham;Lol you won't feel bad when I use her money to take you out to a steak dinner =D
ham;Ok.
ham;Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out
ham;Hello- thanx for taking that call. I got a job! Starts on monday!
ham;So lets make it saturday or monday as per convenience.
ham;We are okay. Going to sleep now. Later
ham;I'm not coming over, do whatever you want
ham;U wake up already? Thanx 4 e tau sar piah it's quite nice.
ham;"Height of \Oh shit....!!\"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay"
ham;If u dun drive then how i go 2 sch.
ham;Where can download clear movies. Dvd copies.
ham;Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?
ham;Yup bathe liao...
ham;Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.
ham;I've sent Ì_ my part..
ham;....photoshop makes my computer shut down.
ham;He remains a bro amongst bros
ham;How many licks does it take to get to the center of a tootsie pop?
ham;I sent your maga that money yesterday oh.
ham;Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
ham;Wah... Okie okie... Muz make use of e unlimited... Haha... 
ham;East coast
ham;Yes princess! I want to make you happy...
ham;"Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer"
ham;"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)"
ham;How much you got for cleaning
ham;I noe la... U wana pei bf oso rite... K lor, other days den...
ham;This pain couldn't have come at a worse time.
ham;Will be office around 4 pm. Now i am going hospital.
ham;I'm in inside office..still filling forms.don know when they leave me.
ham;Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card
ham;There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?
ham;Update your face book status frequently :)
ham;Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!
ham;Good words.... But words may leave u in dismay many times.
ham;Sir Goodmorning, Once free call me.
ham;I'm at home. Please call
ham;And very importantly, all we discuss is between u and i only.
ham;Morning only i can ok.
ham;Oh yeah clearly it's my fault
ham;\Wen u miss someone
ham;Ambrith..madurai..met u in arun dha marrge..remembr?
ham;I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..
ham;Haf u eaten? Wat time u wan me 2 come?
ham;Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.
ham;What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..
ham;Bring home some Wendy =D
ham;I absolutely LOVE South Park! I only recently started watching the office.
ham;U still painting ur wall?
ham;"This pay is  &lt;DECIMAL&gt;  lakhs:)"
ham;Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...
ham;Yes, my reg is  Ciao!
ham;Y bishan lei... I tot Ì_ say lavender? 
ham;Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?
ham;"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth"
ham;As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham;We have all rounder:)so not required:)
ham;Oh all have to come ah?
ham;By monday next week. Give me the full gist
ham;Why is that, princess? I bet the brothas are all chasing you!
ham;Yup Ì_ not comin :-(
ham;I am in tirupur da, once you started from office call me.
ham;Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.
ham;Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.
ham;Sir, i am waiting for your call.
ham;You still at grand prix?
ham; came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too.
ham;Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...
ham;Babe, I need your advice
ham;For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..
ham;Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.
ham;Fair enough, anything going on?
ham;Then cant get da laptop? My matric card wif Ì_ lei... 
ham;You stayin out of trouble stranger!!saw Dave the other day heåÕs sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! 
ham;At 4. Let's go to bill millers
ham;Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...
ham;I'm in class. Did you get my text.
ham;What is the plural of the noun research?
ham;Beauty sleep can help ur pimples too.
ham;Gud gud..k, chikku tke care.. sleep well gud nyt
ham;Lmao but its so fun...
ham;Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.
ham;Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant
ham;Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D
ham;I enjoy watching and playing football and basketball. Anything outdoors. And you?
ham;So i'm doing a list of buyers.
ham;Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!
ham;"The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas..."
ham;Aight, text me tonight and we'll see what's up
ham;And by when you're done I mean now
ham;"What part of \don't initiate\"" don't you understand"""
ham;He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! 
ham;Ok i vl..do u know i got adsense approved..
ham;If you don't respond imma assume you're still asleep and imma start calling n shit
ham;I am in hospital da. . I will return home in evening
ham;I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.
ham;You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?
ham;Poor girl can't go one day lmao
ham;2 laptop... I noe infra but too slow lar... I wan fast one
ham;I'm stuck in da middle of da row on da right hand side of da lt... 
ham;" &lt;#&gt;  mins but i had to stop somewhere first."
ham;"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office.."
ham;Gettin rdy to ship comp
ham;We not watching movie already. Xy wants 2 shop so i'm shopping w her now.
ham;Cuz ibored. And don wanna study
ham;Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime
ham;K sure am in my relatives home. Sms me de. Pls:-)
ham;"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around"
ham;I like cheap! But i‰Û÷m happy to splash out on the wine if it makes you feel better..
ham;Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later
ham;I will vote for wherever my heart guides me
ham;"Gumby's has a special where a  &lt;#&gt; \ cheese pizza is $2 so I know what we're doin tonight"""
ham;Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.
ham;Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.
ham;Dear, take care. I am just reaching home.love u a lot.
ham;U sick still can go shopping?
ham;I'm aight. Wat's happening on your side.
ham;Waiting in e car 4 my mum lor. U leh? Reach home already?
ham;You tell what happen dont behave like this to me. Ok no need to say
ham;Hey , is * rite u put åÈ10 evey mnth is that all?
ham;Why de. You looking good only:-)..
ham;You are a big chic. Common. Declare
ham;Do you like Italian food?
ham;Where is it. Is there any opening for mca.
